[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-10 15:29:49,795] Dependents 06 - Step 10: Verify 'Date of Birth' value is updated successfully in data table
[2022-06-10 15:29:49,876]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:49,881] Job 07 - Step 01: Login with Admin role
[2022-06-10 15:29:53,871] Job 07 - Step 02: Open 'Employee List' page
[2022-06-10 15:29:56,216] Job 07 - Step 03: Enter to 'Employee Name' textbox with value is: John491 Wick
[2022-06-10 15:29:59,321] Job 07 - Step 04: Click to 'Search' button
[2022-06-10 15:30:06,579] Job 07 - Step 05: Verify Employee Information displayed at 'Result Table'
[2022-06-10 15:30:06,660]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:06,730]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:06,822]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:06,822] Job 07 - Step 06: Click to 'ID' Link in data table
[2022-06-10 15:30:09,390] Job 07 - Step 07: Open 'Job' tab at Side bar
[2022-06-10 15:30:12,820] Job 07 - Step 08: Verify all fields at 'Job' form are disabled
[2022-06-10 15:30:12,855]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,878]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,900]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,924]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,947]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,970]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:12,992]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:13,020]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:13,020] Job 07 - Step 09: Click to 'Edit' button at 'Job' form
[2022-06-10 15:30:13,306] Job 07 - Step 10: Select item in 'Job Title' dropdown with value is Software Architect
[2022-06-10 15:30:13,597] Job 07 - Step 11: Select item in 'Employment Status' dropdown with value is Full-Time Contract
[2022-06-10 15:30:13,879] Job 07 - Step 12: Enter to 'Joined Date' textbox with value is 2022-01-01
[2022-06-10 15:30:14,015] Job 07 - Step 13: Select item in 'Job Category' dropdown with value is Professionals
[2022-06-10 15:30:14,286] Job 07 - Step 14: Select item in 'Sub Unit' dropdown with value is   Quality Assurance
[2022-06-10 15:30:44,613] Job 07 - Step 15: Select item in 'Location' dropdown with value is Texas R&D
[2022-06-10 15:30:44,908] Job 07 - Step 16: Enter to 'Start Date' textbox with value is 2022-01-01
[2022-06-10 15:30:45,035] Job 07 - Step 17: Enter to 'End Date' textbox with value is 2030-01-01
[2022-06-10 15:30:45,123] Job 07 - Step 18: Upload a file to 'Contract Details' textbox with file name is cat.jpg
[2022-06-10 15:30:45,136] Job 07 - Step 19: Click to 'Save' button at 'Job' form
[2022-06-10 15:30:50,493] Job 07 - Step 21: Verify Success Message is displayed
[2022-06-10 15:30:50,494] Job 07 - Step 22: Verify 'Job Title' dropdown is updated successfully
[2022-06-10 15:30:50,638]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,638] Job 07 - Step 23: Verify 'Employee Status' dropdown is updated successfully
[2022-06-10 15:30:50,689]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,689] Job 07 - Step 24: Verify 'Job Category' dropdown is updated successfully
[2022-06-10 15:30:50,756]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,757] Job 07 - Step 25: Verify 'Joined Date' datepicker is updated successfully
[2022-06-10 15:30:50,784]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,784] Job 07 - Step 26: Verify 'Sub Unit' dropdown is updated successfully
[2022-06-10 15:30:50,836]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,836] Job 07 - Step 27: Verify 'Location' dropdown is updated successfully
[2022-06-10 15:30:50,891]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,891] Job 07 - Step 28: Verify 'Start Date' datepicker is updated successfully
[2022-06-10 15:30:50,919]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,919] Job 07 - Step 29: Verify 'End Date' datepicker is updated successfully
[2022-06-10 15:30:50,945]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:30:50,952] Salary 08 - Step 01: Open 'Salary' tab at Side bar
[2022-06-10 15:30:53,607] Salary 08 - Step 02: Click to 'Add' button at 'Salary' form
[2022-06-10 15:30:54,925] Salary 08 - Step 03: Select item in 'Pay Grade' dropdown with value is Grade 2
[2022-06-10 15:30:55,220] Salary 08 - Step 04: Enter to 'Salary Component' textbox with value is ABCXYZ
[2022-06-10 15:30:55,314] Salary 08 - Step 05: Select item in 'Pay Frequency' dropdown with value is Monthly on first pay of month.
[2022-06-10 15:30:55,577] Salary 08 - Step 06: Select item in 'Currency' dropdown with value is United States Dollar
[2022-06-10 15:30:55,870] Salary 08 - Step 07: Enter to 'Amount' textbox with value is 45000
[2022-06-10 15:30:55,945] Salary 08 - Step 08: Check to 'Add Direct Deposit Details' checkbox
[2022-06-10 15:30:56,200] Salary 08 - Step 09: Enter to 'Account Number' textbox with value is 0123456789
[2022-06-10 15:30:56,285] Salary 08 - Step 10: Select item in 'Account Type' dropdown with value is Savings
[2022-06-10 15:30:56,546] Salary 08 - Step 11: Enter to 'Routing Number' textbox with value is 987654321
[2022-06-10 15:30:56,631] Salary 08 - Step 12: Enter to 'Amount' textbox with value is 20000000
[2022-06-10 15:30:56,678] Salary 08 - Step 13: Click to 'Save' button at 'Salary' form
[2022-06-10 15:30:57,478] Salary 08 - Step 14: Verify Success Message is displayed
[2022-06-10 15:30:57,478] Salary 08 - Step 15: Verify 'Salary Component' value is updated successfully in data table
[2022-06-10 15:31:14,091]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:14,091] Salary 08 - Step 16: Verify 'Pay Frequency' value is updated successfully in data table
[2022-06-10 15:31:14,172]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:14,172] Salary 08 - Step 17: Verify 'Currency' value is updated successfully in data table
[2022-06-10 15:31:14,252]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:14,252] Salary 08 - Step 18: Verify 'Amount' value is updated successfully in data table
[2022-06-10 15:31:14,342]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:14,342] Salary 08 - Step 18: Click to 'Show Direct Deposit Details' checkbox in data table
[2022-06-10 15:31:14,694] Salary 08 - Step 19: Verify 'Account Number', 'Account Type', 'Routing Number', 'Amount' value is updated successfully in data table
[2022-06-10 15:31:14,751]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:14,757] Tax 09 - Step 01: Open 'Tax Exemptions' tab at Side bar
[2022-06-10 15:31:18,521] Tax 09 - Step 02: Verify all fields at 'Tax' form are disabled
[2022-06-10 15:31:18,552]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,574]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,595]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,620]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,642]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,664]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,688]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:18,688] Tax 09 - Step 03: Click to 'Edit' button at 'Tax' form
[2022-06-10 15:31:18,955] Tax 09 - Step 04: Select item in 'Federal Income Tax - Status' dropdown with values is Married
[2022-06-10 15:31:19,237] Tax 09 - Step 05: Enter to 'Federal Income Tax - Exemptions' textbox with values is 12
[2022-06-10 15:31:19,315] Tax 09 - Step 06: Select item in 'State Income Tax - State' dropdown with values is Ohio
[2022-06-10 15:31:19,577] Tax 09 - Step 07: Select item in 'State Income Tax - Status' dropdown with values is Non Resident Alien
[2022-06-10 15:31:19,858] Tax 09 - Step 08: Enter to 'State Income Tax - Exemptions' textbox with values is 34
[2022-06-10 15:31:19,922] Tax 09 - Step 09: Select item in 'State Income Tax - Unemployment State' dropdown with values is Florida
[2022-06-10 15:31:20,181] Tax 09 - Step 10: Select item in 'State Income Tax - Work State' dropdown with values is Washington
[2022-06-10 15:31:20,476] Tax 09 - Step 11: Click to 'Save' button at 'Tax' form
[2022-06-10 15:31:25,581] Tax 09 - Step 12: Verify Success Message is displayed
[2022-06-10 15:31:25,581] Tax 09 - Step 13: Verify 'Federal Income Tax - Status' value is updated successfully
[2022-06-10 15:31:25,637]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,637] Tax 09 - Step 14: Verify 'Federal Income Tax - Exemptions' value is updated successfully
[2022-06-10 15:31:25,666]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,666] Tax 09 - Step 15: Verify 'State Income Tax - State' value is updated successfully
[2022-06-10 15:31:25,816]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,817] Tax 09 - Step 16: Verify 'State Income Tax - Status' value is updated successfully
[2022-06-10 15:31:25,860]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,860] Tax 09 - Step 17: Verify 'State Income Tax - Exemptions' value is updated successfully
[2022-06-10 15:31:25,893]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,893] Tax 09 - Step 18: Verify 'State Income Tax - Unemployment State' value is updated successfully
[2022-06-10 15:31:25,984]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:25,984] Tax 09 - Step 19: Verify 'State Income Tax - Work State' value is updated successfully
[2022-06-10 15:31:26,156]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:26,161] Qualifications 10 - Step 01: Open 'Qualifications' tab at Side bar
[2022-06-10 15:31:30,737] Qualifications 10 - Step 02: Click to 'Add' button at 'Work Experience' form
[2022-06-10 15:31:31,024] Qualifications 10 - Step 03: Enter to 'Company' textbox with value is Automation Company
[2022-06-10 15:31:31,121] Qualifications 10 - Step 04: Enter to 'Job Title' textbox with value is QC Engineer
[2022-06-10 15:31:31,169] Qualifications 10 - Step 05: Enter to 'From' datepicker with value is 2018-01-01
[2022-06-10 15:31:31,268] Qualifications 10 - Step 06: Enter to 'To' datepicker with value is 2022-12-31
[2022-06-10 15:31:31,353] Qualifications 10 - Step 07: Click to 'Save' button at 'Work Experience' form
[2022-06-10 15:31:36,593] Qualifications 10 - Step 08: Verify Success Message is displayed
[2022-06-10 15:31:36,593] Qualifications 10 - Step 09: Verify 'Company' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:31:36,675]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:36,676] Qualifications 10 - Step 10: Verify 'Job Title' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:31:36,739]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:36,739] Qualifications 10 - Step 11: Verify 'From' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:31:36,833]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:36,834] Qualifications 10 - Step 12: Verify 'To' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:31:36,935]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:36,935] Qualifications 10 - Step 13: Click to 'Add' button at 'Education' form
[2022-06-10 15:31:37,192] Qualifications 10 - Step 14: Select item in 'Level' dropdown with value is Master's Degree
[2022-06-10 15:31:37,461] Qualifications 10 - Step 15: Enter to 'Institute' textbox with value is Banking Institute
[2022-06-10 15:31:37,526] Qualifications 10 - Step 16: Enter to 'Major/Specialization' textbox with value is Management Information System
[2022-06-10 15:31:37,591] Qualifications 10 - Step 17: Enter to 'Year' textbox with value is 4
[2022-06-10 15:31:37,626] Qualifications 10 - Step 18: Enter to 'GPA/Score' textbox with value is 9.75
[2022-06-10 15:31:37,677] Qualifications 10 - Step 19: Enter to 'Start Date' datepicker with value is 2014-01-01
[2022-06-10 15:31:37,769] Qualifications 10 - Step 20: Enter to 'End Date' datepicker with value is 2017-12-31
[2022-06-10 15:31:37,854] Qualifications 10 - Step 21: Click to 'Save' button at 'Education' form
[2022-06-10 15:31:40,523] Qualifications 10 - Step 22: Verify Success Message is displayed
[2022-06-10 15:31:40,523] Qualifications 10 - Step 23: Verify 'Level' value is updated successfully in 'Education' data table
[2022-06-10 15:31:40,596]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:40,596] Qualifications 10 - Step 24: Verify 'Year' value is updated successfully in 'Education' data table
[2022-06-10 15:31:40,658]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:40,658] Qualifications 10 - Step 25: Verify 'GPA/Score' value is updated successfully in 'Education' data table
[2022-06-10 15:31:40,737]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:31:40,737] Qualifications 10 - Step 26: Click to 'Add' button at 'Skills' form
[2022-06-10 15:31:41,022] Qualifications 10 - Step 27: Select item in 'Skill' dropdown with value is Java
[2022-06-10 15:31:41,347] Qualifications 10 - Step 28: Enter to 'Year of Experience' textbox with value is 3
[2022-06-10 15:31:41,428] Qualifications 10 - Step 29: Click to 'Save' button at 'Skills' form
[2022-06-10 15:31:44,196] Qualifications 10 - Step 30: Verify Success Message is displayed
[2022-06-10 15:31:44,196] Qualifications 10 - Step 31: Verify 'Skill' value is updated successfully in 'Skills' data table
